Symbol	ID	logFC	AveExpr	t	P.Value	adj.P.Val	B
CHTF18	11754470_a_at	-0.577166714	8.538117538	-5.209966584	0.00114408	0.062158309	-0.447914126
CD109	11754516_a_at	0.448575628	5.882930884	4.000744104	0.004920976	0.126211077	-1.931653657
NEIL1	11754518_a_at	0.69427468	6.270601849	5.947236922	0.000519155	0.042743148	0.343812185
MGC45800	11754539_s_at	-0.533532011	4.895562527	-3.923365955	0.005442403	0.133418404	-2.034519184
TMEM25	11754546_a_at	0.558580393	8.279630889	4.732531845	0.001984261	0.080893933	-1.005669598
FAM82B	11754548_a_at	-0.620305201	7.452078627	-3.950935205	0.005250033	0.131170908	-1.997763809
EIF2AK4	11754556_x_at	0.577815634	7.864950573	3.588947242	0.008497205	0.165708884	-2.489326809
GMDS	11754571_a_at	-0.60125978	8.241818423	-5.271665201	0.001067958	0.060617651	-0.378472725
ATF5	11754592_x_at	-0.465263604	7.530286648	-3.904576165	0.005577901	0.135085261	-2.059636038
DNAJA3	11754598_s_at	-0.546696225	8.927464299	-4.92619546	0.001580934	0.07152499	-0.775035109
HSP90B1	11754606_a_at	0.458578987	9.668153953	3.703374981	0.007282233	0.15298562	-2.331887478
41163	11754612_a_at	-0.531797743	7.968585972	-3.742588282	0.006910226	0.149289239	-2.278361032
MLKL	11754630_a_at	0.48019077	7.60499972	3.64837986	0.007840925	0.159313041	-2.407325771
UBFD1	11754648_a_at	-0.514955202	9.50931697	-4.478061256	0.002696831	0.094570355	-1.317918223
BACE1	11754653_a_at	0.451337743	7.685229199	4.040532517	0.00467425	0.123158006	-1.879118508
CENPE	11754676_a_at	-0.869742623	8.134101093	-6.572685963	0.000279747	0.032810645	0.953636256
ZWILCH	11754687_a_at	-0.86063282	7.782477605	-5.347012896	0.000982516	0.057661738	-0.294475027
HUWE1	11754690_a_at	-0.404976602	4.233818667	-3.493907551	0.009672974	0.177979128	-2.621452311
CENPN	11754696_x_at	-1.087699035	8.164550155	-7.883661271	8.74E-05	0.022887151	2.069752727
DNAJC11	11754704_a_at	-0.524122557	7.820225257	-4.447511953	0.002799812	0.096256722	-1.356107205
VPS39	11754727_a_at	0.399172796	7.91183138	3.361476866	0.011612216	0.193582557	-2.807504338
ATP6V1C2	11754734_a_at	0.584671105	4.734865403	5.257646735	0.001084747	0.06114985	-0.394198128
GRAMD1A	11754760_a_at	0.919232037	8.494597584	7.68187912	0.000103442	0.023485556	1.911005023
KPNA2 /// LOC146880 /// PLEKHM1P	11754765_s_at	-0.458785596	12.9143764	-3.941874728	0.005312425	0.131966752	-2.009830461
POLD4	11754788_x_at	0.614383559	9.531700585	4.829795925	0.001769069	0.076070498	-0.889083521
CPAMD8	11754808_s_at	0.497641412	6.680572922	3.988983174	0.004996596	0.127149882	-1.947229239
NUP93	11754814_a_at	-0.713176798	9.351191047	-5.900413841	0.000544756	0.043558496	0.295943668
HSPC159	11754824_a_at	0.464047685	4.426656707	3.631519708	0.008021354	0.161042725	-2.430538526
USP37	11754852_a_at	-0.454751323	7.267080054	-3.385120307	0.011237495	0.190243257	-2.774128234
PDZK1 /// PDZK1P1	11754853_s_at	-1.282934959	8.309350979	-6.989564579	0.000189742	0.028698757	1.331084963
ZKSCAN1	11754860_a_at	0.6141341	6.640734117	4.321772429	0.003271523	0.103797449	-1.514874212
XRCC6	11754932_x_at	-0.437771786	11.13166213	-3.93492493	0.00536083	0.132866445	-2.019094627
GMNN	11754937_a_at	-1.098451763	9.49736643	-7.541923189	0.000116517	0.024069966	1.798254548
USP39	11754944_x_at	-0.400948873	9.432213423	-3.549928609	0.00896015	0.170471009	-2.543425005
TKT	11754945_x_at	0.649040787	11.21625917	4.843561415	0.001740751	0.075752237	-0.872706499
DAZAP1	11754983_s_at	-0.481858027	10.07959071	-4.31319119	0.003306756	0.103962594	-1.525802058
PXDN	11754993_s_at	0.851815206	6.720239996	6.824643637	0.000220761	0.030267537	1.184416758
DENND1A	11755028_a_at	-0.776260242	6.791041201	-5.615329151	0.000734558	0.049886271	-0.00245551
C17orf28	11755029_a_at	0.474734634	7.667554627	4.264457424	0.003514898	0.106872368	-1.588086054
KIAA0319L	11755037_s_at	0.46776195	8.398938608	3.863085244	0.005890271	0.13849831	-2.115287191
PLCB4	11755050_s_at	0.868081694	6.595743065	5.552375929	0.000785772	0.052063959	-0.069984368
HMCN1	11755071_a_at	-0.570618783	4.009919812	-3.685214137	0.007461814	0.155373364	-2.356751816
CD55	11755084_x_at	0.614783752	10.58536301	5.50183737	0.000829766	0.052938098	-0.124631083
MEX3D	11755094_a_at	-0.514506183	8.521827305	-4.012733565	0.004845168	0.125524733	-1.915797406
C16orf80	11755095_a_at	-0.487903777	9.287780717	-4.143377401	0.004096825	0.115015284	-1.744469779
CEP76	11755101_a_at	-0.559079018	6.590615635	-3.578089211	0.008623386	0.16731261	-2.504360441
SNHG7 /// SNORA43	11755132_s_at	0.450120363	9.653490506	3.900603119	0.005607018	0.135177484	-2.06495378
SNHG7	11755133_x_at	0.436010246	10.1894868	3.795535649	0.006440222	0.14518668	-2.206441398
STAT2	11755147_s_at	0.496641431	8.971821379	4.222376413	0.003706197	0.109987282	-1.642172671
ARNTL	11755151_a_at	-0.716940132	6.266754519	-5.239291513	0.001107175	0.061577264	-0.414834794
CATSPERG	11755158_a_at	0.634767105	4.816087853	5.487204413	0.00084301	0.053288345	-0.140526163
CENPL	11755168_x_at	-0.667651519	7.630310583	-4.72265803	0.002007672	0.081317291	-1.017590178
H2AFJ	11755186_s_at	-0.727613631	6.344473609	-6.06653238	0.000459786	0.040856589	0.464343895
POLR1D	11755190_a_at	0.40528611	9.161502041	3.666079512	0.007656218	0.157815799	-2.383000034
NT5E	11755207_a_at	-2.122163664	6.185568396	-19.22690059	1.93E-07	0.009574951	6.737489162
DNASE1L1	11755208_a_at	0.394145844	8.889920007	3.54417802	0.009030648	0.170850572	-2.551415375
KIAA1522	11755213_a_at	0.422670178	9.298991884	3.765878296	0.006699058	0.147421021	-2.246675235
FAR2	11755235_a_at	0.902019165	5.958272242	6.674575179	0.000253994	0.032398833	1.047954092
FTL	11755280_x_at	0.52071138	12.16988798	4.536191466	0.002512177	0.090891962	-1.245667167
PSAP	11755296_a_at	0.610742007	10.20984635	4.044329717	0.004651418	0.12294006	-1.874117665
C9orf140	11755300_x_at	-0.402794374	8.930906584	-3.598014103	0.008393365	0.164853007	-2.476785494
C9orf142	11755345_a_at	-0.379278219	8.402102295	-3.359638899	0.011641901	0.193816309	-2.810101708
GDPD3	11755349_a_at	0.389657999	7.507021736	3.394815087	0.011087611	0.189627262	-2.760462255
SLC38A10	11755360_a_at	0.409926108	8.909076037	3.53976659	0.009085133	0.171477056	-2.557547995
TTC12	11755376_a_at	0.560334459	6.165072955	4.576068718	0.002393558	0.088816085	-1.1964188
LOC441155 /// ZC3H11A	11755388_s_at	0.486220153	6.999294476	4.312237836	0.003310696	0.103962594	-1.527016842
BRCA1	11755416_x_at	-0.889919857	5.268268056	-5.542132716	0.000794475	0.052195354	-0.081028848
KDM4B	11755420_a_at	0.490496033	7.305064733	3.874385318	0.005803355	0.137697538	-2.100104884
MCOLN3	11755444_a_at	0.711149668	6.437328618	4.270863312	0.003486737	0.106559312	-1.579877356
CDCA2	11755466_a_at	-1.009478835	7.15399574	-6.264154441	0.000377393	0.037108173	0.659576842
CHEK2	11755467_x_at	-0.582323858	7.03622612	-3.717151215	0.007149128	0.151587331	-2.313057618
MCM7	11755469_x_at	-1.08128018	10.96213026	-9.4201617	2.69E-05	0.019966431	3.145026743
DBR1	11755472_x_at	-0.520195584	6.490418053	-3.593706298	0.008442529	0.165032767	-2.482742663
PROSC	11755478_x_at	-0.420496415	7.41574927	-3.617791777	0.008171577	0.162561168	-2.449468102
NUP107	11755484_a_at	-0.56974195	10.25038213	-4.758461287	0.001924201	0.080166953	-0.974440079
EXOC7	11755490_x_at	0.389680959	7.557745689	3.379258494	0.011329174	0.191377972	-2.782396728
FAM161A	11755583_a_at	-0.681733599	4.263614095	-4.119768416	0.004222134	0.117183325	-1.775232901
SLC5A5	11755588_a_at	0.407309616	4.81561866	3.459259633	0.010144214	0.181825812	-2.669915888
MALAT1	11755605_s_at	0.611030997	12.38515788	5.299448343	0.001035529	0.059139237	-0.347397224
IFI30	11755606_x_at	0.567506481	10.67486361	4.966140147	0.00150955	0.069920183	-0.728213781
FAM54A	11755624_a_at	-1.389000061	7.055521307	-6.23328553	0.000389099	0.037784663	0.629440978
TNS3	11755643_a_at	-0.881342258	7.607062057	-7.478394093	0.000123058	0.02446079	1.746344389
BBX	11755706_a_at	0.37645143	8.578244207	3.390219076	0.011158398	0.190146592	-2.766939466
CD46	11755715_x_at	0.663974995	7.328110703	5.303771198	0.001030582	0.059061304	-0.342572915
NLRC5	11755758_s_at	0.768013748	5.4733621	5.890834127	0.000550166	0.043778859	0.286110846
NUP188	11755763_a_at	-0.508842225	9.025500089	-4.57166451	0.002406352	0.088816085	-1.201845365
FGFR3	11755786_a_at	-0.647400739	6.222613453	-5.47146123	0.000857522	0.053725375	-0.157663766
SASS6	11755791_a_at	-0.884577794	6.380422132	-3.561689461	0.008817813	0.169293108	-2.52709727
DNA2	11755807_a_at	-1.281926809	6.441415451	-7.749658357	9.77E-05	0.02322127	1.964825164
DDX58	11755819_a_at	1.066862513	8.561272311	8.655278708	4.73E-05	0.020282953	2.637713928
GATS	11755835_s_at	0.508618862	4.976375112	4.220060295	0.003717052	0.109992871	-1.64515776
C13orf34	11755874_a_at	-0.667614543	6.509470947	-3.696239717	0.007352225	0.153682602	-2.34165089
IFRD2	11755876_a_at	-0.605022033	7.825256809	-5.11444517	0.001274075	0.065050785	-0.556602565
MYL5	11755935_a_at	0.838478173	6.918805661	7.072480745	0.000176017	0.027789578	1.403545556
TRAIP	11755941_a_at	-0.821804412	6.625365422	-7.327680049	0.000140291	0.025067462	1.621335576
CMBL	11755947_x_at	0.820400947	9.739016101	6.166152462	0.000415984	0.038903682	0.563444326
TUBB2C	11755974_s_at	-0.610178485	11.72420368	-5.501530239	0.000830041	0.052938098	-0.124964369
MLH1	11756036_x_at	-0.59158884	8.849388395	-5.081774727	0.001322227	0.066037972	-0.594107105
LETMD1	11756043_a_at	0.506845729	9.902390422	4.494563192	0.00264294	0.093638014	-1.297352199
CDKN3	11756069_x_at	-0.610005286	9.103206508	-3.746805486	0.006871461	0.148881237	-2.27261773
ACTB	11756071_x_at	-0.486640769	12.24126945	-3.678946271	0.0075249	0.156489466	-2.365344149
ARHGEF37	11756078_a_at	0.637088137	4.801958822	5.451137388	0.000876668	0.054323041	-0.179843852
SMC1A	11756104_a_at	-0.640289519	5.217846529	-4.815146824	0.001799764	0.076726394	-0.906545269
CHAF1B	11756108_a_at	-0.630491839	7.17668398	-4.173467808	0.003942969	0.112316949	-1.705388666
KDELR2	11756141_s_at	-0.721568851	9.361600234	-6.292737693	0.000366904	0.036738369	0.687363791
SLC25A15	11756145_s_at	-0.403362326	9.254986125	-3.473971086	0.009941179	0.180366067	-2.649319434
CTNNAL1	11756160_x_at	-1.258207548	7.410694576	-9.171628013	3.22E-05	0.019966431	2.98585092
RAB13	11756168_x_at	0.581734002	10.47474051	4.935605689	0.001563788	0.071270408	-0.763981886
NSMCE4A	11756175_a_at	-0.448833923	10.09526617	-3.849717761	0.005994917	0.140159865	-2.133271901
RPA2	11756187_s_at	-0.417424337	9.355673668	-3.690678035	0.007407286	0.154563086	-2.349266155
TROAP	11756194_a_at	-0.653345809	7.394853361	-5.674492592	0.000689793	0.048427416	0.060463944
SHMT1	11756209_x_at	-0.43209668	7.982101652	-3.707437738	0.007242702	0.152425106	-2.326331528
SHISA4	11756240_a_at	0.425078432	7.971209772	3.731979122	0.007008799	0.150793384	-2.292820755
FANCG	11756256_a_at	-0.87648324	7.270794716	-6.171925535	0.000413592	0.038770326	0.56914443
ANKIB1	11756260_s_at	0.41189099	9.492075836	3.393916561	0.011101412	0.189797711	-2.761728355
RNF43	11756284_x_at	0.511495188	7.995738003	4.546782271	0.002480056	0.090121907	-1.232562467
SNRPA	11756298_a_at	-0.407678445	7.943221194	-3.684383755	0.007470139	0.155481296	-2.357889828
SNRPA	11756299_x_at	-0.577370485	8.991188387	-5.182849913	0.001179422	0.063176955	-0.478622589
PARP9	11756306_a_at	1.443756962	7.208293438	9.286285556	2.96E-05	0.019966431	3.059939245
GADD45G	11756314_a_at	0.451886915	7.12991081	4.047609625	0.004631794	0.122725192	-1.869799891
DDX58	11756330_a_at	1.250081071	7.928881928	9.910461363	1.91E-05	0.019966431	3.444096056
ANXA3	11756334_x_at	-1.23108315	7.844724489	-8.400820113	5.76E-05	0.020282953	2.457000392
PRR11	11756347_x_at	-0.61007344	7.539879325	-4.892371958	0.001644303	0.073051243	-0.814881207
TADA2A	11756350_a_at	-0.466901137	5.34952714	-3.789182612	0.006494742	0.145200291	-2.21504921
EWSR1	11756365_a_at	-0.963980177	9.360507929	-5.64844798	0.000709114	0.049225261	0.032830607
EWSR1	11756366_x_at	-0.710187488	10.02297769	-5.531953186	0.00080323	0.0522787	-0.09202045
KIF22	11756368_s_at	-0.738766846	7.893316081	-4.853705398	0.001720204	0.075039352	-0.860657537
WDR1	11756386_s_at	-0.419426304	10.54153125	-3.775105348	0.006617341	0.146974132	-2.234143797
BLM	11756409_a_at	-1.589764013	7.638776779	-10.46241361	1.33E-05	0.019966431	3.758605097
NT5DC2	11756412_a_at	-0.395314824	6.789414977	-3.47752949	0.009892727	0.180014902	-2.644341742
TXNIP	11756431_s_at	0.748210428	10.14835054	6.598586071	0.000272934	0.032691599	0.977740951
DNMT1	11756434_a_at	-0.734617742	10.14898277	-6.637113068	0.000263141	0.032398833	1.013433947
ADHFE1	11756439_a_at	0.643805	5.679103172	5.490003571	0.000840458	0.053194993	-0.137483044
SLC22A18	11756459_a_at	0.684314979	7.9262676	5.69103049	0.00067783	0.048094282	0.077957969
RNASET2	11756479_x_at	0.630088876	9.96437935	5.709633001	0.000664647	0.048094282	0.097587184
LOC100509231 /// LOC100509288 /// OVOS2	11756504_s_at	-0.697269674	5.906887281	-4.843090365	0.001741712	0.075752237	-0.87326641
ZHX3	11756512_a_at	0.57806046	7.617621691	4.596369865	0.002335549	0.087938054	-1.171445647
SHISA5	11756523_x_at	0.619931533	9.780110252	4.943586453	0.001549406	0.071007291	-0.754618815
CLU	11756547_a_at	0.530150244	11.03861668	4.615693693	0.002281766	0.087023248	-1.147736621
NUSAP1	11756569_a_at	-0.891793534	7.539675557	-5.749336874	0.000637456	0.047162179	0.139310126
PRSS23	11756581_s_at	-0.489420078	10.37249693	-4.249916725	0.003579749	0.107642586	-1.606743258
TRNAU1AP	11756582_a_at	0.496294935	8.129332749	3.462481107	0.010099376	0.181572327	-2.665403363
FAM8A1	11756601_a_at	0.580410874	6.238826092	5.231951172	0.001116287	0.061755786	-0.423102255
BARD1	11756612_a_at	-0.645107991	7.941190966	-5.633858989	0.0007202	0.049577577	0.017307234
ZWINT	11756626_s_at	-0.937166937	10.9434046	-7.58161443	0.000112629	0.024069966	1.830453918
PLCB4	11756635_a_at	0.811029292	6.488339438	5.429711823	0.000897369	0.055311667	-0.203294889
SUB1	11756654_s_at	-0.742012494	8.490139928	-4.598898961	0.002328431	0.0879067	-1.168339185
MCM2	11756666_x_at	-1.126318765	8.389521634	-8.608052776	4.91E-05	0.020282953	2.604645251
TUBA1C	11756670_x_at	-0.532317924	12.1997634	-4.737111968	0.001973503	0.080726073	-1.000145393
CYB5D2	11756677_a_at	0.752902533	7.984644665	6.624055635	0.000266415	0.032398833	1.001358824
FAM64A	11756678_x_at	-1.024544091	7.756903624	-7.594901015	0.000111361	0.024069966	1.841192885
INO80B /// WBP1	11756682_x_at	0.556880633	9.505165126	4.367729315	0.003089701	0.100740951	-1.456551144
DYNLRB2	11756684_a_at	0.696697137	6.378481036	5.45601604	0.000872029	0.05429069	-0.174513843
HN1L	11756689_a_at	0.432208881	8.02245356	3.862084987	0.005898032	0.138549166	-2.116632018
MAGED1	11756693_a_at	0.475949435	7.929498805	4.255499533	0.003554697	0.107363025	-1.599575954
ACP2	11756712_a_at	0.423096824	7.932823419	3.829537265	0.006156743	0.142097608	-2.160473445
CASP8AP2	11756721_a_at	-0.911134167	8.402440458	-6.419271603	0.000324223	0.035151416	0.809027141
SHISA5	11756725_x_at	0.611873149	8.23978761	4.659554866	0.002164679	0.085167561	-1.094145928
SH3BGRL	11756741_x_at	0.432679928	10.07768032	3.840903492	0.006065023	0.140801271	-2.145145298
BLVRB	11756756_a_at	0.538541416	11.19832671	4.880093524	0.001667996	0.073646274	-0.829391317
SDR39U1	11756757_x_at	0.458761732	9.402939211	4.169056408	0.003965124	0.112660062	-1.711109194
IFIT1	11756820_a_at	1.312093192	10.9572499	11.58816701	6.61E-06	0.019966431	4.335064153
CENPL	11756823_x_at	-0.874945976	7.501113719	-3.571944965	0.008695682	0.167925386	-2.51287464
ZFAND3	11756864_a_at	0.42775946	8.171484723	3.532071881	0.009181019	0.172658666	-2.568251128
C6orf125	11756876_a_at	-0.448604463	9.813225574	-3.88628589	0.005713325	0.13640386	-2.08413653
FBL	11756878_a_at	-0.409740033	11.84589237	-3.636445715	0.007968179	0.160654736	-2.423752387
RTTN	11756882_a_at	-0.570699619	5.774366922	-4.757263093	0.001926932	0.080168714	-0.975880799
ATAD2	11756885_a_at	-1.15104247	10.01250016	-6.703601545	0.000247152	0.031939395	1.074575338
C2CD2	11756892_a_at	-0.392485464	7.313361382	-3.518606056	0.009351453	0.174453715	-2.587000634
NUDT21	11756899_a_at	-0.66826858	9.97767232	-3.881645157	0.005748251	0.1368493	-2.090360994
FANCD2	11756910_x_at	-1.148903914	7.893416657	-5.86051162	0.000567687	0.044366079	0.254899025
CYP4F11	11756915_a_at	0.583337788	7.028989597	4.791758375	0.001849998	0.077928193	-0.934495932
KIF23	11756918_a_at	-1.132827651	8.70176613	-9.231456316	3.08E-05	0.019966431	3.02465156
MST1 /// MST1P2 /// MST1P9	11756923_s_at	0.399901853	7.634116032	3.397262281	0.011050116	0.189350357	-2.757014452
DDX11	11756930_x_at	-0.536080313	7.767136961	-4.349857917	0.003159056	0.101861545	-1.479191117
TKT	11756952_a_at	0.81910082	10.78896149	5.945660988	0.000519995	0.042743148	0.342206228
PRKD2	11756959_x_at	0.508522657	8.227736403	4.205329426	0.00378691	0.110641466	-1.664163357
TUBA1B	11756979_x_at	-0.583622389	12.97856376	-5.084164215	0.001318638	0.065958819	-0.591358324
MOSC2	11756992_a_at	0.714226571	5.44897193	4.649411469	0.002191156	0.085596913	-1.106511748
RNASEH2A	11757017_x_at	-0.853921869	9.500033138	-7.561061625	0.000114624	0.024069966	1.813802772
COL12A1	11757018_a_at	-0.43885725	3.994691263	-3.628002593	0.008059555	0.161305169	-2.435385817
MGST3	11757020_x_at	0.491446633	10.3400462	4.289846157	0.003404727	0.105191619	-1.555590675
SAC3D1	11757036_x_at	-0.408864801	9.540726088	-3.700928064	0.007306154	0.15313198	-2.335234856
MAGED2	11757043_a_at	0.79191663	9.185992872	7.151648142	0.000163944	0.026868919	1.47194522
BOP1	11757102_a_at	-0.553684375	9.171840455	-4.52613187	0.002543111	0.091353874	-1.258131354
SNORA12	11757114_at	0.786644728	7.9397166	5.269637882	0.001070368	0.060643443	-0.380744998
SNORA84	11757146_at	-0.459116169	5.366944758	-3.7444117	0.006893436	0.149186978	-2.275877449
SNORD16	11757179_x_at	-0.435871743	6.77225296	-3.942651227	0.005307047	0.131929825	-2.008795836
LOC219347	11757189_s_at	-0.563806787	4.116862951	-4.324969845	0.0032585	0.103516989	-1.510805456
SCARNA14	11757261_at	0.686744897	5.725006668	5.127994038	0.001254679	0.064567145	-0.541098482
SCARNA20	11757262_at	0.647206005	6.279282457	4.626953323	0.002251057	0.086669168	-1.133949654
SCARNA20	11757263_x_at	0.553345425	6.31145303	3.367242406	0.01151962	0.19291064	-2.799359246
FTL	11757269_s_at	0.39154647	13.20184527	3.547874852	0.008985259	0.170602658	-2.546278166
ASS1	11757278_x_at	0.480020681	11.25629902	3.621971655	0.008125518	0.162153418	-2.443701661
DEK	11757280_s_at	-0.615488029	11.31446588	-4.117539587	0.004234179	0.117321964	-1.778141657
CST3	11757288_s_at	0.455295318	9.335887376	4.064784546	0.0045305	0.121267065	-1.847217646
CD59	11757306_s_at	0.466811432	10.514391	4.090419401	0.004383778	0.11944156	-1.813597622
HAUS7	11757322_a_at	-0.848175739	8.015760546	-6.987004399	0.000190185	0.028698757	1.328834115
FTL	11757326_s_at	0.384452781	13.23752409	3.462490675	0.010099243	0.181572327	-2.665389962
FTL	11757327_x_at	0.462712997	12.32936271	4.166486162	0.003978096	0.112769673	-1.714443606
MTIF3	11757335_s_at	0.489312613	9.53390508	3.825774488	0.006187437	0.142367179	-2.165552045
RHOQ	11757340_s_at	0.638165614	8.929716394	4.933524046	0.001567563	0.071271068	-0.766425756
TAP1	11757351_a_at	0.545160159	8.394146532	4.376732693	0.003055395	0.100349558	-1.445164866
SPSB2	11757357_x_at	0.523789811	7.715204694	4.508363836	0.002598778	0.0924446	-1.280186508
HSPA6 /// HSPA7	11757367_s_at	0.485085794	4.783685285	4.391993662	0.002998196	0.099327781	-1.4258946
MAN2B1	11757369_s_at	0.455783797	7.873795025	3.726995956	0.007055623	0.151124549	-2.299618158
NUDT1	11757372_a_at	-0.392171782	8.984538095	-3.474147687	0.009938768	0.180366067	-2.649072356
CAST	11757397_s_at	-1.071674634	6.891339559	-4.742999793	0.001959769	0.080357761	-0.993048907
MSRB2	11757405_a_at	0.48296098	10.75261917	4.079758048	0.004444159	0.120100045	-1.827567468
INO80B	11757452_x_at	0.455224191	7.675975005	4.031032826	0.004731907	0.123885032	-1.891639243
TNNT1	11757476_x_at	0.810033241	9.022064989	7.35223108	0.000137307	0.025067462	1.641879436
IFI27	11757480_x_at	0.561789884	10.24954189	5.087848765	0.001313124	0.065782484	-0.587121523
POLD2	11757482_x_at	-0.499104852	9.582423983	-4.353054469	0.003146527	0.101756364	-1.47513787
NIT1	11757486_s_at	0.464108251	8.172176606	3.912589237	0.005519673	0.134116951	-2.048918183
CTDSPL	11757500_a_at	-1.067437199	5.560785826	-8.333181023	6.08E-05	0.02029759	2.40790041
PNN	11757503_s_at	-0.571716836	9.291452901	-3.773117902	0.00663485	0.146999404	-2.236841934
ANAPC7	11757527_a_at	-0.407553615	9.488682142	-3.589092981	0.008495525	0.165708884	-2.489125133
PLSCR1	11757533_x_at	0.555395953	10.06957013	4.064503913	0.004532136	0.121267065	-1.847586264
C16orf58	11757550_x_at	0.406115052	7.210458174	3.472799385	0.009957188	0.180458085	-2.650958831
NOC2L	11757561_s_at	-0.383574798	8.527742707	-3.411009189	0.010842006	0.187862756	-2.737660394
SPIN2A /// SPIN2B	11757565_s_at	0.514765252	8.978826161	4.178563468	0.003917545	0.111798806	-1.698784654
ERP29	11757602_x_at	0.38546528	11.49876797	3.492301686	0.009694287	0.178238756	-2.623695076
PARP12	11757624_s_at	0.493207465	8.708342129	4.090141755	0.004385339	0.11944156	-1.813961203
LCN2	11757634_a_at	0.728899199	7.407818838	6.616303114	0.000268381	0.032398833	0.994178948
LOC100130932 /// SNRPG	11757703_x_at	-0.43290078	10.66962813	-3.765900621	0.006698859	0.147421021	-2.2466449
GZF1	11757708_a_at	-0.524860499	5.75842035	-4.505011656	0.00260943	0.092716255	-1.28435323
41160	11757722_s_at	-0.473243012	8.535724967	-3.576439827	0.008642729	0.167498712	-2.506645521
SOX4	11757741_s_at	0.563497309	9.205522347	4.166607613	0.003977482	0.112769673	-1.714286023
IGF2BP2	11757763_s_at	-0.625609639	5.906120135	-4.220249044	0.003716166	0.109992871	-1.644914463
RPL22	11757784_s_at	-0.69538513	10.71814853	-6.124318328	0.000433784	0.03993165	0.521999058
MAFB	11757798_s_at	0.749870123	7.589620743	6.374682884	0.000338595	0.035656932	0.766403861
METTL7A	11757815_s_at	0.87338134	8.732657304	4.298090945	0.003369768	0.104839486	-1.545060233
ARMCX3	11757846_s_at	0.458848457	9.43603262	3.660442319	0.00771453	0.158237748	-2.390742802
PIK3IP1	11757868_a_at	0.397085116	7.429028381	3.504831456	0.009529325	0.1761875	-2.606204818
NFKBIA	11757894_x_at	0.515231226	11.26938743	4.524330555	0.002548695	0.091353874	-1.260364971
TULP4	11757895_s_at	0.433113563	8.31605727	3.779926005	0.006575078	0.146536471	-2.227601723
RALGDS	11757908_x_at	0.455019838	8.961141847	4.113710967	0.004254956	0.117514479	-1.783140057
BTG2	11757933_s_at	0.832200836	10.40630378	7.126688864	0.000167647	0.027116628	1.450462869
NMI	11757938_s_at	0.873915039	8.321632023	4.182815593	0.003896466	0.111591639	-1.693277014
41163	11757939_s_at	-0.448952048	7.113974436	-3.508931776	0.009476	0.175529419	-2.600485654
PRTFDC1	11757956_s_at	-0.653025399	4.506736385	-5.618342322	0.000732202	0.049886271	0.000761665
MYLIP	11757972_s_at	0.445403546	10.297699	3.789583443	0.006491288	0.145200291	-2.214505944
NUDT16L1	11758034_s_at	-0.522805675	9.267567644	-3.753004832	0.006814902	0.148265318	-2.264179687
RAD1	11758046_s_at	-1.034499126	6.511941648	-5.725143164	0.000653874	0.047593405	0.113913971
NCOA4	11758053_s_at	0.595560847	8.013268978	4.351737463	0.003151682	0.101756364	-1.476807643
HMMR	11758089_s_at	-0.660777495	9.411768578	-5.33198892	0.000998929	0.057942207	-0.311153328
NFATC2IP	11758094_s_at	-0.745550954	8.29190152	-5.238217418	0.001108503	0.061577264	-0.416044026
EFEMP1	11758108_s_at	-0.574960392	8.631283235	-3.89856401	0.005622027	0.135372541	-2.067683961
DEPDC1B	11758125_s_at	-1.158691608	7.996860213	-5.845936189	0.00057633	0.044851311	0.239848327
C14orf2	11758135_s_at	-0.497864137	8.55017063	-4.18200696	0.003900465	0.111591639	-1.69432419
MDC1	11758138_s_at	-0.72510944	8.340522788	-5.745098385	0.000640299	0.047162179	0.134867257
RACGAP1	11758149_s_at	-0.733817861	9.85514883	-3.903051346	0.005589056	0.135085261	-2.061676657
RNASEH2A	11758151_s_at	-0.79932428	9.63744477	-5.332008821	0.000998907	0.057942207	-0.311131213
SLC17A5	11758156_s_at	0.461231297	7.083414271	3.56064925	0.008830303	0.169335859	-2.528540657
FEN1	11758164_s_at	-1.27186425	9.49160107	-8.207361188	6.72E-05	0.02131259	2.315348905
MRTO4	11758165_s_at	-0.405068278	9.096446177	-3.603843969	0.00832732	0.164177062	-2.468727551
PHTF2	11758167_s_at	-0.602373222	9.370490752	-4.488389109	0.002662963	0.094177648	-1.305041683
SLCO3A1	11758172_s_at	-0.578302158	6.075449835	-4.050386939	0.004615248	0.122614981	-1.866145057
FTL	11758182_x_at	0.471570847	12.26293945	4.120887544	0.004216101	0.117167829	-1.773772668
IGFBP5	11758196_s_at	1.151948529	5.985791481	4.513624245	0.002582159	0.092144178	-1.273651537
DDIT3	11758198_s_at	0.389656999	6.584398621	3.441928996	0.010389132	0.18394187	-2.694214685
CKS1B	11758200_x_at	-0.636522731	9.15912892	-3.726865011	0.007056858	0.151124549	-2.299796825
RRM2	11758219_x_at	-1.561537364	10.07348086	-9.804754916	2.06E-05	0.019966431	3.381239469
ARRDC3	11758221_s_at	0.575911268	7.517553891	4.472682605	0.002714656	0.094583591	-1.324631027
SLC20A1	11758222_s_at	-0.51919708	10.14795074	-4.45511264	0.002773793	0.096006202	-1.346591688
SRRM1	11758235_s_at	-0.644257449	9.60773604	-4.609647375	0.002298446	0.087441655	-1.155148554
ABCC4	11758238_s_at	-0.462831607	4.196998315	-3.634648823	0.007987532	0.160654736	-2.426227421
CDK5RAP2	11758253_s_at	-0.574903396	7.794102633	-4.951118959	0.001535967	0.070653065	-0.745790989
