Symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B	Symbol
AR	-1.143294691	7.12543432	-2.234093922	0.061218471	0.999932036	-4.547376949	AR
LOC101927018	1.287296941	3.229091629	2.23395619	0.061230825	0.999932036	-4.547381907	LOC101927018
NA	-1.860423821	3.166871854	-2.233945404	0.061231793	0.999932036	-4.547382295	NA
UGT8	2.014004543	2.99667304	2.233363947	0.061283975	0.999932036	-4.547403226	UGT8
NA	1.0394649	3.725390836	2.232793004	0.061335258	0.999932036	-4.547423781	NA
NA	-0.849266229	1.69099555	-2.232676641	0.061345715	0.999932036	-4.547427971	NA
RASGRP2	-1.816692999	4.200160566	-2.232455388	0.061365603	0.999932036	-4.547435938	RASGRP2
ANKRD11	-1.101707815	5.269188828	-2.23238585	0.061371855	0.999932036	-4.547438442	ANKRD11
LINC00577	0.987376431	4.16919603	2.232259343	0.061383231	0.999932036	-4.547442998	LINC00577
UBXN4	-0.936866828	8.495862236	-2.232169884	0.061391277	0.999932036	-4.547446219	UBXN4
GRIP1	-1.231528997	1.897226383	-2.231672608	0.061436019	0.999932036	-4.547464129	GRIP1
SCOC-AS1	1.51922327	2.911551757	2.231651066	0.061437958	0.999932036	-4.547464905	SCOC-AS1
LOC101927310	1.650104292	2.983197494	2.231517807	0.061449954	0.999932036	-4.547469705	LOC101927310
NA	1.512593311	3.775121705	2.231394317	0.061461073	0.999932036	-4.547474153	NA
LRRC8D	-0.804386455	8.530539757	-2.230890619	0.061506445	0.999932036	-4.547492298	LRRC8D
NA	-1.56560124	5.262570241	-2.230846736	0.0615104	0.999932036	-4.547493879	NA
GNL1	0.923512877	5.109116102	2.230570539	0.061535296	0.999932036	-4.54750383	GNL1
CCDC69	1.317042559	6.230652659	2.230126259	0.061575363	0.999932036	-4.547519838	CCDC69
MAP9	1.377785671	4.222541554	2.230038543	0.061583277	0.999932036	-4.547522999	MAP9
NA	1.382756105	3.583128515	2.229900272	0.061595754	0.999932036	-4.547527982	NA
NA	-2.264375795	3.328855603	-2.229839304	0.061601256	0.999932036	-4.547530179	NA
BBX	-0.835007667	6.633209578	-2.22956835	0.061625716	0.999932036	-4.547539943	BBX
CAMSAP3	1.06342156	4.47329211	2.229398761	0.06164103	0.999932036	-4.547546056	CAMSAP3
LOC101928521	1.630256977	2.862054707	2.229358909	0.061644629	0.999932036	-4.547547492	LOC101928521
TCEAL2	1.115536279	2.662364815	2.229340737	0.06164627	0.999932036	-4.547548147	TCEAL2
LPCAT4	1.451124052	4.289011109	2.227853932	0.061780707	0.999932036	-4.547601747	LPCAT4
NUAK1	-1.127482386	9.453587517	-2.227508883	0.061811949	0.999932036	-4.54761419	NUAK1
DRAXIN	1.970155117	4.797683078	2.226992351	0.061858747	0.999932036	-4.547632818	DRAXIN
ARHGEF39	1.319794435	4.565807206	2.226905319	0.061866636	0.999932036	-4.547635958	ARHGEF39
FBXO15	1.556606879	3.448619318	2.226554556	0.061898439	0.999932036	-4.54764861	FBXO15
OR9A1P	-1.140487923	0.858223445	-2.226513609	0.061902153	0.999932036	-4.547650087	OR9A1P
RRAGC	0.812918316	10.13421419	2.226504354	0.061902993	0.999932036	-4.547650421	RRAGC
NA	-1.374473309	4.493252522	-2.226440145	0.061908817	0.999932036	-4.547652737	NA
AK094644	1.258955248	3.408536247	2.226350745	0.061916927	0.999932036	-4.547655962	AK094644
NA	0.751182607	2.20774542	2.225942688	0.061953957	0.999932036	-4.547670683	NA
NA	1.285486162	3.572043934	2.225470232	0.06199686	0.999932036	-4.54768773	NA
LOC400620	-1.150281647	2.880553413	-2.225120068	0.062028677	0.999932036	-4.547700366	LOC400620
PDZD3	1.1988419	3.852429051	2.225120047	0.062028679	0.999932036	-4.547700367	PDZD3
NA	0.867489674	4.597442329	2.224867746	0.062051615	0.999932036	-4.547709472	NA
REL	0.770253498	7.2626139	2.224177671	0.062114389	0.999932036	-4.547734379	REL
KIAA1671	0.744025317	9.926112414	2.223914443	0.062138351	0.999932036	-4.547743881	KIAA1671
NA	1.484443776	4.074865314	2.223666354	0.062160944	0.999932036	-4.547752838	NA
UTP11L	1.476032372	3.445171577	2.223376231	0.062187375	0.999932036	-4.547763313	UTP11L
NA	1.128290143	3.267613407	2.222941113	0.062227037	0.999932036	-4.547779024	NA
SPATC1	1.082777715	3.156999445	2.222938937	0.062227235	0.999932036	-4.547779102	SPATC1
NA	-1.28322215	4.10312796	-2.222865883	0.062233897	0.999932036	-4.54778174	NA
NA	-0.734317602	4.875965797	-2.222802603	0.062239668	0.999932036	-4.547784026	NA
NA	1.558326878	3.28691287	2.222545894	0.062263084	0.999932036	-4.547793296	NA
NA	-1.492261219	5.836723471	-2.222196471	0.062294972	0.999932036	-4.547805916	NA
THBS1	-0.985883199	6.802132961	-2.222113486	0.062302547	0.999932036	-4.547808913	THBS1
NA	-2.576866944	2.169718869	-2.221989378	0.062313878	0.999932036	-4.547813396	NA
DOPEY2	1.081499999	2.641766694	2.221941425	0.062318257	0.999932036	-4.547815128	DOPEY2
ARL1	-0.852961761	7.00614378	-2.221918268	0.062320372	0.999932036	-4.547815965	ARL1
NA	1.007198931	4.964122795	2.221913404	0.062320816	0.999932036	-4.54781614	NA
KIAA1919	-1.853820365	4.618531059	-2.221827563	0.062328655	0.999932036	-4.547819241	KIAA1919
GPR158	0.990506721	2.640107198	2.221824114	0.06232897	0.999932036	-4.547819366	GPR158
NA	1.138146758	2.589823798	2.221392195	0.062368431	0.999932036	-4.547834969	NA
BRI3BP	-0.856456623	6.363350865	-2.221313712	0.062375604	0.999932036	-4.547837804	BRI3BP
CSF1	1.166689997	5.268988428	2.22062607	0.062438488	0.999932036	-4.547862649	CSF1
ZNF654	-2.123852954	0.872912946	-2.219993932	0.062496352	0.999932036	-4.547885494	ZNF654
HCRP1	1.288103557	4.502720671	2.219833892	0.06251101	0.999932036	-4.547891278	HCRP1
PLA2G4C	1.248661766	9.63340437	2.219797425	0.062514351	0.999932036	-4.547892596	PLA2G4C
EIF3M	1.892271536	3.539559343	2.219663903	0.062526584	0.999932036	-4.547897422	EIF3M
NA	2.088649952	3.4403531	2.218771984	0.06260836	0.999932036	-4.547929665	NA
TCF4	-0.838528682	10.61432618	-2.218660236	0.062618613	0.999932036	-4.547933705	TCF4
CYB5R2	0.813851692	5.560295386	2.218308514	0.062650896	0.999932036	-4.547946423	CYB5R2
ATP2B4	0.796994819	10.0126123	2.21830246	0.062651452	0.999932036	-4.547946641	ATP2B4
GAS7	-1.592388516	3.627410036	-2.217955236	0.062683339	0.999932036	-4.547959198	GAS7
SLC22A5	-1.203358448	3.136369665	-2.217908206	0.062687659	0.999932036	-4.547960898	SLC22A5
UBL7-AS1	-1.75551372	3.480637683	-2.217737444	0.062703348	0.999932036	-4.547967074	UBL7-AS1
FGF16	1.680293169	5.694237292	2.217663801	0.062710115	0.999932036	-4.547969737	FGF16
RRM2	-1.101756255	7.781459095	-2.217601279	0.062715861	0.999932036	-4.547971998	RRM2
LOC101805491	0.996763292	3.526332175	2.217152927	0.062757081	0.999932036	-4.547988215	LOC101805491 /// TMEM247
TMEM247	0.996763292	3.526332175	2.217152927	0.062757081	0.999932036	-4.547988215	
NA	1.204939411	4.570590928	2.217000528	0.062771098	0.999932036	-4.547993728	NA
MUSK	0.883181118	4.59296127	2.215931599	0.062869504	0.999932036	-4.5480324	MUSK
NA	0.787165865	3.273481344	2.215695438	0.062891266	0.999932036	-4.548040946	NA
AVIL	-1.253131769	3.29527765	-2.214689637	0.062984035	0.999932036	-4.548077348	AVIL
LOC374443	-0.829264614	3.583447786	-2.214049398	0.063043159	0.999932036	-4.548100525	LOC374443
NA	1.605413835	3.526929424	2.213532215	0.063090961	0.999932036	-4.548119251	NA
NA	1.239664195	4.819865322	2.21331836	0.063110737	0.999932036	-4.548126995	NA
PIGL	1.343855277	4.105595057	2.212902447	0.063149217	0.999932036	-4.548142056	PIGL
ZNF585B	-1.183898206	2.643892494	-2.212799306	0.063158763	0.999932036	-4.548145792	ZNF585B
SLC25A42	1.369224241	2.341900585	2.212201888	0.063214086	0.999932036	-4.548167431	SLC25A42
SLC14A1	1.125595654	1.166484476	2.21121481	0.063305599	0.999932036	-4.548203191	SLC14A1
SFMBT1	-0.819151826	4.876543239	-2.210251684	0.063395021	0.999932036	-4.548238094	SFMBT1
POTEM	-1.133824867	4.387700171	-2.21019038	0.063400717	0.999932036	-4.548240316	POTEM
LOC100130642	0.923293406	0.234852681	2.209811756	0.063435909	0.999932036	-4.54825404	LOC100130642
NA	0.966298891	3.972700974	2.209589392	0.063456586	0.999932036	-4.548262101	NA
PPP1R9A	-0.736302688	4.824356403	-2.209477586	0.063466985	0.999932036	-4.548266154	PPP1R9A
MTAP	1.559290273	3.446845004	2.209408549	0.063473407	0.999932036	-4.548268657	MTAP
NA	-0.9030255	5.680889443	-2.209081295	0.063503858	0.999932036	-4.548280521	NA
C12orf65	-0.970631715	5.319945964	-2.208715085	0.063537951	0.999932036	-4.548293799	C12orf65
PDXDC1	-1.684497493	4.416913008	-2.208036046	0.063601217	0.999932036	-4.548318424	PDXDC1
GIMAP4	-1.130070808	8.237345896	-2.207964635	0.063607875	0.999932036	-4.548321014	GIMAP4
ITPRIP	0.802518133	8.205007374	2.207887745	0.063615043	0.999932036	-4.548323802	ITPRIP
LOC101559451	1.156084494	3.837383763	2.207661142	0.063636174	0.999932036	-4.548332021	LOC101559451
AP3B2	-0.910074268	2.873043008	-2.207607133	0.063641212	0.999932036	-4.54833398	AP3B2
NA	1.364912062	3.323668196	2.207400737	0.063660467	0.999932036	-4.548341467	NA
NA	-1.821602779	3.587598476	-2.207395901	0.063660918	0.999932036	-4.548341642	NA
NEFM	1.582731448	3.936065253	2.207288743	0.063670917	0.999932036	-4.548345529	NEFM
MCHR2	1.373460371	2.866387734	2.206909016	0.063706363	0.999932036	-4.548359305	MCHR2
YTHDC1	0.963467491	0.702924524	2.206361419	0.063757515	0.999932036	-4.548379173	YTHDC1
PPAT	-0.791028882	5.925082981	-2.206142758	0.063777952	0.999932036	-4.548387107	PPAT
WFDC10B	-1.60842561	2.112879278	-2.206125403	0.063779574	0.999932036	-4.548387737	WFDC10B
SPATA21	-0.949838191	2.851827426	-2.205855076	0.063804849	0.999932036	-4.548397546	SPATA21
USP48	-0.761503968	6.149495076	-2.20576264	0.063813494	0.999932036	-4.548400901	USP48
PLIN4	0.803789541	3.27797523	2.205592921	0.06382937	0.999932036	-4.54840706	PLIN4
SLC35F3	1.266443485	3.019737896	2.205410238	0.063846464	0.999932036	-4.548413691	SLC35F3
NTRK3-AS1	1.351998704	3.945827748	2.205075585	0.063877788	0.999932036	-4.548425838	NTRK3-AS1
CENPN	-0.773301408	7.728047145	-2.204851546	0.063898768	0.999932036	-4.54843397	CENPN
MYOZ2	1.33691142	4.369113173	2.204797771	0.063903804	0.999932036	-4.548435922	MYOZ2
ADPRH	1.145912078	3.591699794	2.204725222	0.0639106	0.999932036	-4.548438556	ADPRH
INSL5	-1.44979528	3.602110667	-2.204504196	0.063931308	0.999932036	-4.54844658	INSL5
NA	-1.530033236	4.90707691	-2.204111832	0.063968085	0.999932036	-4.548460825	NA
LOC142937	-1.142895744	1.439076008	-2.203916457	0.063986406	0.999932036	-4.548467919	LOC142937
ASB5	1.696316408	2.173918178	2.2037601	0.064001072	0.999932036	-4.548473596	ASB5
SEMA3D	-2.099320069	2.449158086	-2.203679159	0.064008666	0.999932036	-4.548476536	SEMA3D
KHDRBS3	0.932434819	4.59537021	2.203557278	0.064020102	0.999932036	-4.548480962	KHDRBS3
NA	0.958031013	3.990462771	2.203487709	0.06402663	0.999932036	-4.548483488	NA
C10orf107	2.040355943	2.069063046	2.20318231	0.064055297	0.999932036	-4.548494579	C10orf107
HOXD13	1.995562342	3.278774115	2.202661484	0.064104216	0.999932036	-4.548513496	HOXD13
NA	1.145258141	1.960461981	2.20254274	0.064115374	0.999932036	-4.548517809	NA
COL4A3BP	-0.760272454	5.643843493	-2.202379919	0.064130678	0.999932036	-4.548523724	COL4A3BP
CALHM3	0.767671738	2.75885313	2.202045904	0.064162083	0.999932036	-4.548535858	CALHM3
RHOF	1.079291312	5.949789465	2.201596265	0.064204384	0.999932036	-4.548552194	RHOF
LMX1B	-1.135446189	2.446733277	-2.201587333	0.064205225	0.999932036	-4.548552519	LMX1B
DHX34	1.839994974	3.231030979	2.201261572	0.06423589	0.999932036	-4.548564356	DHX34
MYNN	-0.869730305	4.001662207	-2.200881848	0.064271654	0.999932036	-4.548578155	MYNN
LOC100133131	-1.520527396	1.905650978	-2.20071244	0.064287615	0.999932036	-4.548584312	LOC100133131
CDK19	1.616687594	3.234437857	2.199470982	0.064404709	0.999932036	-4.548629439	CDK19
OFCC1	-1.062336896	3.383298813	-2.199396847	0.064411708	0.999932036	-4.548632134	OFCC1
IL7R	0.84738175	5.056285989	2.199342914	0.064416801	0.999932036	-4.548634095	IL7R
COX6A2	0.782287974	5.283801747	2.199296134	0.064421218	0.999932036	-4.548635796	COX6A2
CHRM3	1.830345024	3.315612578	2.198823688	0.064465847	0.999932036	-4.548652975	CHRM3
YTHDC1	-1.544254099	4.945512724	-2.197867455	0.064556272	0.999932036	-4.548687751	YTHDC1
NA	-0.994562553	3.396446556	-2.197516431	0.064589498	0.999932036	-4.54870052	NA
CASC22	2.081354317	3.33077407	2.197352991	0.064604974	0.999932036	-4.548706466	CASC22
HNF1A	-1.25430144	3.998960275	-2.197192799	0.064620147	0.999932036	-4.548712293	HNF1A
SLC8A2	1.065530975	3.355039774	2.197036599	0.064634944	0.999932036	-4.548717976	SLC8A2
CACNA1A	0.751615995	6.22783057	2.196535507	0.064682439	0.999932036	-4.548736208	CACNA1A /// LOC100507353
LOC100507353	0.751615995	6.22783057	2.196535507	0.064682439	0.999932036	-4.548736208	
MIER3	-0.927611339	6.435990178	-2.196368385	0.064698287	0.999932036	-4.54874229	MIER3
NA	0.987988406	5.821439197	2.19625471	0.064709069	0.999932036	-4.548746426	NA
IRS1	1.457906186	2.694167068	2.196027356	0.064730638	0.999932036	-4.5487547	IRS1
JPH2	-1.306978314	3.34699197	-2.195386457	0.064791481	0.999932036	-4.548778026	JPH2
ITSN1	-0.7944915	8.445142135	-2.195248078	0.064804625	0.999932036	-4.548783063	ITSN1
UBE2D3	-1.627618968	2.235021285	-2.195227477	0.064806582	0.999932036	-4.548783813	UBE2D3
OR7E47P	-1.678673742	3.990833033	-2.194926322	0.064835199	0.999932036	-4.548794776	OR7E47P
MGAM	1.147949241	1.37415393	2.194896665	0.064838017	0.999932036	-4.548795855	MGAM
USP45	-0.98157224	5.928602767	-2.194697099	0.064856988	0.999932036	-4.548803121	USP45
ART3	-0.91284236	3.863723205	-2.194696008	0.064857092	0.999932036	-4.54880316	ART3
NA	0.81832399	0.200517234	2.194359168	0.064889125	0.999932036	-4.548815424	NA
AMPD3	-1.155514939	3.07961527	-2.193150658	0.065004185	0.999932036	-4.548859433	AMPD3 /// CAND1.11
CAND1	-1.155514939	3.07961527	-2.193150658	0.065004185	0.999932036	-4.548859433	
PTPN1	-1.872514911	3.260120634	-2.193072264	0.065011656	0.999932036	-4.548862289	PTPN1
SARM1	1.099100196	5.653974146	2.193012286	0.065017372	0.999932036	-4.548864473	SARM1
NA	1.662694415	3.527869542	2.192533433	0.065063029	0.999932036	-4.548881916	NA
NA	-1.77939556	1.877522488	-2.192529244	0.065063428	0.999932036	-4.548882069	NA
TAF8	-0.993421261	2.456612552	-2.192499638	0.065066252	0.999932036	-4.548883147	TAF8
IFI44	-0.835882169	7.386189846	-2.192231091	0.065091873	0.999932036	-4.548892931	IFI44
LOC286114	1.252023832	2.323301601	2.19218262	0.065096498	0.999932036	-4.548894697	LOC286114
NA	-1.362309943	4.06253776	-2.191928491	0.065120754	0.999932036	-4.548903956	NA
LINC01128	-1.350621933	3.873582135	-2.191551136	0.065156788	0.999932036	-4.548917705	LINC01128
ARHGEF38	1.760721151	4.654698272	2.191173999	0.065192822	0.999932036	-4.548931448	ARHGEF38
E2F2	1.369631949	3.329434595	2.191013626	0.065208151	0.999932036	-4.548937293	E2F2
NA	1.242394858	2.245539329	2.190754438	0.065232932	0.999932036	-4.548946739	NA
NA	0.998841363	1.328754272	2.189972502	0.065307753	0.999932036	-4.548975242	NA
CDCA5	-1.448109241	5.230395252	-2.189692192	0.065334596	0.999932036	-4.548985461	CDCA5
NA	2.558355433	3.421042242	2.188925268	0.065408095	0.999932036	-4.549013425	NA
MGARP	-1.813380676	9.565949747	-2.188484272	0.065450396	0.999932036	-4.549029508	MGARP
KIAA1211	0.741451483	6.983097564	2.187942091	0.06550244	0.999932036	-4.549049283	KIAA1211
NA	-1.461506431	3.738061162	-2.187915089	0.065505033	0.999932036	-4.549050268	NA
PCDH1	0.82727029	5.979616787	2.187342003	0.065560092	0.999932036	-4.549071174	PCDH1
ELF3	1.809914463	2.354745657	2.186799297	0.065612275	0.999932036	-4.549090975	ELF3
NA	1.400615859	3.12326909	2.186625986	0.065628948	0.999932036	-4.549097299	NA
GINS1	-0.905662481	6.699593976	-2.186186316	0.065671266	0.999932036	-4.549113343	GINS1
HMX2	1.648006224	4.125457668	2.186052321	0.065684168	0.999932036	-4.549118233	HMX2
BRWD3	-1.148061558	4.387309298	-2.185932348	0.065695722	0.999932036	-4.549122612	BRWD3
RP11-214K3.20	1.424339498	1.266693861	2.185855512	0.065703123	0.999932036	-4.549125416	RP11-214K3.20
NEXN	-3.020436928	5.675012833	-2.18584416	0.065704216	0.999932036	-4.549125831	NEXN
CENPN	-0.735112504	6.363985094	-2.185689115	0.065719153	0.999932036	-4.54913149	CENPN
NA	1.510904759	3.893680791	2.18541103	0.065745952	0.999932036	-4.54914164	NA
NA	0.968817973	3.857773217	2.185161044	0.065770053	0.999932036	-4.549150765	NA
LOC100131053	1.152612793	3.293294991	2.184724776	0.065812133	0.999932036	-4.549166692	LOC100131053
LONRF2	1.082954878	0.485976551	2.184722888	0.065812316	0.999932036	-4.549166761	LONRF2
SCARNA13	-1.754196934	3.42888241	-2.184068623	0.065875475	0.999932036	-4.54919065	SCARNA13 /// SNHG10
SNHG10	-1.754196934	3.42888241	-2.184068623	0.065875475	0.999932036	-4.54919065	
NA	-2.243377862	3.868460374	-2.183973128	0.065884698	0.999932036	-4.549194138	NA
DCDC1	1.568890557	1.274754364	2.183957467	0.065886211	0.999932036	-4.54919471	DCDC1 /// DCDC5
DCDC5	1.568890557	1.274754364	2.183957467	0.065886211	0.999932036	-4.54919471	
NA	1.04017504	3.660711277	2.183660948	0.06591486	0.999932036	-4.549205538	NA
LOC101060400	-1.202474328	4.882424727	-2.183260125	0.065953607	0.999932036	-4.549220177	LOC101060400
CYP17A1	1.601477133	4.201805619	2.18305742	0.06597321	0.999932036	-4.549227581	CYP17A1
ATRX	-0.983227801	5.862617632	-2.182977639	0.065980928	0.999932036	-4.549230495	ATRX
ANO1	2.707147024	1.877061156	2.182898077	0.065988625	0.999932036	-4.549233402	ANO1
ZSCAN23	-1.450086756	3.469033358	-2.182341093	0.066042534	0.999932036	-4.549253749	ZSCAN23
FLT1	-1.03483208	3.971806399	-2.18203867	0.066071824	0.999932036	-4.549264798	FLT1
RAD1	-1.033839614	4.856066598	-2.181746038	0.066100177	0.999932036	-4.549275491	RAD1
CLNS1A	-1.360626605	3.213121556	-2.181539386	0.066120208	0.999932036	-4.549283042	CLNS1A
FOS	2.34416011	2.910225287	2.181043532	0.066168294	0.999932036	-4.549301163	FOS
RP11-445L13__B.3	-0.972726144	3.716948897	-2.180754752	0.066196316	0.999932036	-4.549311718	RP11-445L13__B.3
XAGE3	1.36994679	3.241816325	2.179801731	0.066288877	0.999932036	-4.549346556	XAGE3
C2orf16	1.249282554	4.892479422	2.179259555	0.066341593	0.999932036	-4.549366379	C2orf16
LIFR-AS1	1.432477844	0.660738034	2.179019975	0.066364901	0.999932036	-4.54937514	LIFR-AS1 /// MIR3650
ZMYND19	-0.889964614	6.916728978	-2.17896949	0.066369813	0.999932036	-4.549376986	ZMYND19
KLF16	-1.425795319	5.461119973	-2.178465268	0.066418898	0.999932036	-4.549395426	KLF16
GSTT1	-1.332597883	4.582604312	-2.178009579	0.06646329	0.999932036	-4.549412094	GSTT1
CD44	1.166259078	4.841010893	2.178004116	0.066463822	0.999932036	-4.549412294	CD44
CHST11	0.845278193	6.566809019	2.17799329	0.066464877	0.999932036	-4.54941269	CHST11
LOC102725188	1.451970468	3.453284448	2.17780377	0.066483349	0.999932036	-4.549419622	LOC102725188 /// LOC727820
LOC727820	1.451970468	3.453284448	2.17780377	0.066483349	0.999932036	-4.549419622	
NA	1.264702953	3.315104139	2.177782573	0.066485415	0.999932036	-4.549420398	NA
NA	-1.503917551	1.428148493	-2.177636989	0.066499608	0.999932036	-4.549425723	NA
BEND2	1.423017208	4.038640614	2.177611997	0.066502045	0.999932036	-4.549426638	BEND2
WNT16	1.034748608	3.773281304	2.177539768	0.066509088	0.999932036	-4.54942928	WNT16
NA	-0.938362822	3.183632277	-2.177347127	0.066527877	0.999932036	-4.549436328	NA
FAM47A	1.946872459	1.189744749	2.177340824	0.066528491	0.999932036	-4.549436558	FAM47A
CT45A1	-1.992426641	1.171569591	-2.176787283	0.066582509	0.999932036	-4.549456812	CT45A1 /// CT45A2 /// CT45A3 /// CT45A4 /// CT45A5 /// CT45A6 /// LOC101060211 /// LOC102723631 /// LOC102723680 /// LOC102723737
CT45A2	-1.992426641	1.171569591	-2.176787283	0.066582509	0.999932036	-4.549456812	
CT45A3	-1.992426641	1.171569591	-2.176787283	0.066582509	0.999932036	-4.549456812	
CT45A4	-1.992426641	1.171569591	-2.176787283	0.066582509	0.999932036	-4.549456812	
CT45A5	-1.992426641	1.171569591	-2.176787283	0.066582509	0.999932036	-4.549456812	
CT45A6	-1.992426641	1.171569591	-2.176787283	0.066582509	0.999932036	-4.549456812	
LOC101060211	-1.992426641	1.171569591	-2.176787283	0.066582509	0.999932036	-4.549456812	
LOC102723631	-1.992426641	1.171569591	-2.176787283	0.066582509	0.999932036	-4.549456812	
LOC102723680	-1.992426641	1.171569591	-2.176787283	0.066582509	0.999932036	-4.549456812	
LOC102723737	-1.992426641	1.171569591	-2.176787283	0.066582509	0.999932036	-4.549456812	
TNRC18	1.122823996	3.957899944	2.176761654	0.066585011	0.999932036	-4.549457749	TNRC18
CXorf57	1.688908705	2.763462101	2.176713203	0.066589741	0.999932036	-4.549459522	CXorf57
PAOX	-0.873222947	6.113582046	-2.176468354	0.066613652	0.999932036	-4.549468482	PAOX
BARX1	-1.523692893	4.4028454	-2.176419971	0.066618378	0.999932036	-4.549470253	BARX1
NSUN5P1	-1.021052864	6.933130123	-2.176187682	0.066641071	0.999932036	-4.549478754	NSUN5P1
TRPM5	-1.076543991	3.207174518	-2.176153586	0.066644403	0.999932036	-4.549480001	TRPM5
NA	-1.700483022	3.460533654	-2.176149858	0.066644767	0.999932036	-4.549480138	NA
PTPN4	-2.825120609	2.797162083	-2.175854439	0.066673641	0.999932036	-4.54949095	PTPN4
PTPN4	-0.850511867	4.141907304	-2.175637736	0.066694829	0.999932036	-4.549498882	PTPN4
NAV2	0.8179451	8.636624808	2.175571479	0.066701309	0.999932036	-4.549501307	NAV2
DCN	1.399417757	3.718100198	2.175479233	0.066710331	0.999932036	-4.549504684	DCN
E2F7	0.770033408	8.963584041	2.175355899	0.066722396	0.999932036	-4.549509198	E2F7
SLC6A5	1.163530463	2.572586201	2.175059907	0.06675136	0.999932036	-4.549520034	SLC6A5
GAD1	0.984296704	1.540163809	2.174900391	0.066766974	0.999932036	-4.549525874	GAD1
SLC16A9	1.852198849	4.051066215	2.174833186	0.066773554	0.999932036	-4.549528334	SLC16A9
FOLH1B	-1.408933424	3.195877786	-2.174504914	0.066805702	0.999932036	-4.549540353	FOLH1B
NA	1.471961301	4.619868617	2.174462234	0.066809883	0.999932036	-4.549541916	NA
PDLIM5	-0.794602628	4.836878658	-2.174243843	0.06683128	0.999932036	-4.549549912	PDLIM5
NA	-1.209452004	8.38544031	-2.174078476	0.066847487	0.999932036	-4.549555968	NA
ABCC12	1.423493419	3.468782758	2.174019784	0.06685324	0.999932036	-4.549558117	ABCC12
GPR112	1.975962047	2.819079381	2.173807594	0.066874043	0.999932036	-4.549565888	GPR112
HEY1	2.075223762	5.382409325	2.173780324	0.066876717	0.999932036	-4.549566886	HEY1
FAM53B-AS1	-0.800490924	0.788936354	-2.173241495	0.066929576	0.999932036	-4.549586621	FAM53B-AS1
HEG1	0.801562214	8.980175869	2.173040725	0.066949282	0.999932036	-4.549593975	HEG1
LOC101928651	2.022446945	3.255873746	2.172914986	0.066961626	0.999932036	-4.549598581	LOC101928651
NIFK	-0.799963901	8.943087329	-2.172587007	0.066993837	0.999932036	-4.549610595	NIFK
NA	-1.494294314	5.138097992	-2.172506752	0.067001721	0.999932036	-4.549613535	NA
RIMBP2	1.440709992	3.381276817	2.172416726	0.067010566	0.999932036	-4.549616834	RIMBP2
NA	0.82162292	2.991605976	2.172398479	0.067012359	0.999932036	-4.549617502	NA
NUP210	-1.576801254	3.644897657	-2.17235113	0.067017011	0.999932036	-4.549619237	NUP210
KANSL3	1.088566549	1.853266024	2.17232011	0.06702006	0.999932036	-4.549620373	KANSL3
AC141928.1	1.363159155	4.168037998	2.171634426	0.067087477	0.999932036	-4.549645497	AC141928.1
LOC100289283	-1.387641034	3.84229677	-2.171434918	0.067107106	0.999932036	-4.549652808	LOC100289283
TNFSF4	-0.852043637	8.399459581	-2.171254352	0.067124876	0.999932036	-4.549659425	TNFSF4
TRMU	-0.94547842	6.34470298	-2.170659643	0.067183436	0.999932036	-4.549681222	TRMU
NA	1.565535952	2.007286784	2.169256279	0.067321829	0.999932036	-4.549732671	NA
SALL4	-0.997610745	3.674167513	-2.168965053	0.067350584	0.999932036	-4.54974335	SALL4
ACTL8	-0.804789138	3.004768916	-2.168671855	0.067379546	0.999932036	-4.549754102	ACTL8
KLHDC7A	0.883641297	5.211201803	2.168462265	0.067400257	0.999932036	-4.549761789	KLHDC7A
NSUN5P1	-1.259324319	6.008681351	-2.167911273	0.067454735	0.999932036	-4.549781999	NSUN5P1 /// NSUN5P2
NSUN5P2	-1.259324319	6.008681351	-2.167911273	0.067454735	0.999932036	-4.549781999	
LOC101927129	-1.117619985	1.738653683	-2.167889057	0.067456933	0.999932036	-4.549782814	LOC101927129
NA	1.429975299	3.108953531	2.167666661	0.067478935	0.999932036	-4.549790972	NA
NPM2	0.843253615	6.258344002	2.166945217	0.067550359	0.999932036	-4.549817441	NPM2
NA	1.406000217	1.484230798	2.16655653	0.067588871	0.999932036	-4.549831703	NA
NA	1.504824929	3.507920534	2.165669124	0.06767688	0.999932036	-4.549864271	NA
NSUN3	1.431182341	4.013438743	2.165271725	0.06771633	0.999932036	-4.549878858	NSUN3
SSTR5	-1.099167706	3.905803874	-2.165169377	0.067726494	0.999932036	-4.549882616	SSTR5
USP2	1.071266613	4.194612101	2.165048195	0.06773853	0.999932036	-4.549887064	USP2
NA	1.286563321	4.256082817	2.164832838	0.067759925	0.999932036	-4.54989497	NA
ARHGAP27	0.934717313	7.344998851	2.164821452	0.067761056	0.999932036	-4.549895389	ARHGAP27
TLCD1	-1.462493803	3.990995764	-2.164565433	0.067786501	0.999932036	-4.549904788	TLCD1
RP11-218I7.2	0.771310498	5.182482681	2.164156113	0.0678272	0.999932036	-4.549919818	RP11-218I7.2
ARID2	-1.179918608	2.963610376	-2.163876033	0.067855063	0.999932036	-4.549930103	ARID2
MS4A3	1.416010604	3.460090593	2.163684499	0.067874124	0.999932036	-4.549937137	MS4A3
CSF1	1.189152421	8.23559543	2.163358159	0.067906614	0.999932036	-4.549949122	CSF1
